"","genres"
"610","brazilian electronica,brazilian hip hop"
"611","deep funk carioca"
"612","dance pop,pop,post-teen pop"
"613","baile pop,brazilian electronica,deep funk carioca"
"614","baile pop,sertanejo pop,sertanejo universitario"
"615","dance pop,pop,post-teen pop"
"616","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"617","sertanejo,sertanejo universitario"
"618","baile pop"
"619","deep funk carioca"
"620","sertanejo,sertanejo universitario"
"621","sertanejo universitario"
"622","baile pop,brazilian electronica,deep funk carioca"
"623","dance pop,edm,electro house,moombahton,pop,tropical house"
"624","brazilian electronica,deep funk carioca"
"625","sertanejo pop,sertanejo universitario"
"626","pop,rap"
"627","pop"
"628",""
"629","electro house"
"630","sertanejo,sertanejo pop,sertanejo universitario"
"631","sertanejo pop,sertanejo universitario"
"632","baile pop,pop"
"633","dance pop,pop,post-teen pop"
"634","sertanejo,sertanejo pop,sertanejo universitario"
"635","brazilian electronica,deep funk carioca"
"636","sertanejo pop,sertanejo universitario"
"637","forro"
"638","latin,latin pop"
"639","sertanejo,sertanejo pop"
"640","deep funk carioca"
"641","sertanejo"
"642","pop"
"643","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"644","sertanejo,sertanejo universitario"
"645","baile pop"
"646","electro house"
"647","baile pop,pop"
"648","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"649","sertanejo,sertanejo pop,sertanejo universitario"
"650","axe,forro,sertanejo pop"
"651",""
"652","nova mpb"
"653","sertanejo"
"654","big room,dance pop,edm,electro house,pop,progressive electro house,tropical house"
"655","sertanejo,sertanejo universitario"
"656","sertanejo universitario"
"657","sertanejo universitario"
"658","sertanejo pop,sertanejo universitario"
"659","sertanejo pop,sertanejo universitario"
"660","sertanejo universitario"
"661",""
"662","latin,reggaeton"
"663","deep funk carioca"
"664","sertanejo universitario"
"665","brazilian electronica,sertanejo pop,sertanejo universitario"
"666","axe,baile pop,mpb,pagode"
"667","brostep,egyptian pop,pop,progressive electro house"
"668","detroit hip hop,g funk,hip hop,rap"
"669","baile pop,brazilian electronica,deep funk carioca"
"670","sertanejo,sertanejo pop,sertanejo universitario"
"671","dance pop,pop,post-teen pop"
"672","dance pop,pop,post-teen pop"
"673","baile pop"
"674","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"675","sertanejo"
"676","brazilian electronica,deep funk carioca"
"677","sertanejo,sertanejo pop,sertanejo universitario"
"678","baile pop,brazilian electronica,deep funk carioca,funk carioca"
"679","sertanejo,sertanejo universitario"
"680","deep funk carioca"
"681","pop,post-teen pop"
"682","sertanejo,sertanejo pop"
"683","edm,electropop,pop,tropical house"
"684","pop"
"685","brazilian electronica,deep funk carioca"
"686","dance pop,electropop,pop,post-teen pop"
"687","forro"
"688","dance pop,pop,post-teen pop,r&b"
"689","reggaeton"
"690","sertanejo pop,sertanejo universitario"
"691","electro house"
"692","modern rock,rock,vegas indie"
"693",""
"694","sertanejo,sertanejo pop,sertanejo universitario"
"695","baile pop,brazilian electronica,deep funk carioca"
"696","pop"
"697","sertanejo universitario"
"698","sertanejo universitario"
"699","baile pop,brazilian electronica,deep funk carioca"
"700","emo rap"
"701","brazilian electronica,deep funk carioca"
"702","sertanejo,sertanejo pop,sertanejo universitario"
"703","dance pop,pop,post-teen pop,viral pop"
"704","deep funk carioca"
"705","baile pop,brazilian electronica,deep funk carioca"
"706","electro house"
"707","canadian pop,dance pop,pop,post-teen pop,viral pop"
"708","brazilian electronica,deep funk carioca"
"709","sertanejo"
"710","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"711","deep funk carioca"
"712","sertanejo,sertanejo pop,sertanejo universitario"
"713","brazilian hip hop"
"714",""
"715","deep funk carioca"
"716","sertanejo,sertanejo pop,sertanejo universitario"
"717","hip hop"
"718","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"719","brazilian electronica"
