"","genres"
"502","reggaeton flow,trap latino"
"503","latin,latin pop,tropical"
"504","detroit hip hop,g funk,hip hop,rap"
"505","edm,electropop,pop,tropical house"
"506","dance pop,edm,electronic trap,pop,tropical house"
"507","canadian hip hop,canadian pop,hip hop,pop rap,rap"
"508","regional mexican"
"509","big room,edm,pop,progressive house,tropical house"
"510","banda,norteno,regional mexican"
"511","reggaeton,trap latino"
"512","latin,latin pop,reggaeton"
"513","rap dominicano,reggaeton flow"
"514","colombian pop,latin,latin pop"
"515","reggaeton"
"516","latin,latin pop"
"517","reggaeton,trap latino"
"518","baile pop"
"519","latin,reggaeton flow,tropical"
"520","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"521","dance pop,latin pop,latin viral pop,pop,reggaeton"
"522","latin,latin hip hop,pop,reggaeton,tropical"
"523","dance pop,latin,latin pop,pop,tropical"
"524","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"525","reggaeton,trap latino"
"526","reggaeton,trap latino"
"527","bachata,latin,tropical"
"528","pop,rap"
"529","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"530","colombian pop,latin pop"
"531","regional mexican"
"532","dance pop,pop,post-teen pop"
"533","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"534","dance pop,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"535","pop"
"536","dance pop,pop,post-teen pop"
"537","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"538","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"539","reggaeton,trap latino"
"540","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"541","latin,reggaeton"
"542","latin,reggaeton"
"543","reggaeton flow,trap latino"
"544","pop"
"545","pop"
"546","deep funk carioca"
"547","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"548","dance pop,pop,post-teen pop"
"549","reggaeton"
"550","dance pop,pop,post-teen pop"
"551","reggaeton,trap latino"
"552","reggaeton,trap latino"
"553","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"554","emo rap"
