"","genres"
"531","pop,post-teen pop"
"532","big room,edm,pop,progressive house,tropical house"
"533","colombian pop,latin,latin pop,pop,rock en espanol,tropical"
"534","reggaeton flow,trap latino"
"535","latin alternative,latin pop"
"536","latin,latin hip hop,pop,reggaeton,tropical"
"537","dance pop,electropop,girl group,pop,post-teen pop,r&b,talent show"
"538","big room,dance pop,edm,pop,tropical house"
"539","canadian pop,pop,rap"
"540","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"541","dance pop,electro latino,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"542","edm,tropical house"
"543","latin pop,spanish pop,spanish pop rock"
"544","dance pop,pop,post-teen pop,r&b"
"545","cubaton,reggaeton"
"546","latin,latin arena pop,latin pop,spanish pop"
"547","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"548","big room,edm,pop"
"549","dance pop,edm,pop,post-teen pop,tropical house,uk funky"
"550","big room,edm,pop"
"551","pop rap,rap,trap music"
"552","reggaeton,trap latino"
"553","colombian pop,latin pop"
"554","reggaeton,trap latino"
"555","dance pop,pop,post-teen pop,viral pop"
"556","reggaeton,trap latino"
"557","grupera,latin,latin arena pop,latin pop,mariachi,mexican pop,ranchera,tropical"
"558","dance pop,latin,latin pop,pop,tropical"
"559","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"560","hip hop"
"561","colombian pop,latin,latin pop,rock cristiano"
"562","dance pop,pinoy hip hop,pop,pop rap,post-teen pop,r&b"
"563","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"564","permanent wave,pop"
"565","conscious hip hop,hip hop,pop rap,rap,west coast rap"
"566","chillstep,edm,indie poptimism,pop,tropical pop edm"
"567","pop,rap"
"568","conscious hip hop,hip hop,pop rap,rap"
"569","boy band,latin,latin pop,pop,reggaeton,tropical"
"570","latin,reggaeton flow,trap latino,tropical"
"571","dance pop,pop,post-teen pop"
"572","complextro,dance pop,edm,german techno,pop,post-teen pop,tropical house"
"573","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"574","pop,rap"
