"","genres"
"442","reggaeton flow,trap latino"
"443","rap dominicano,reggaeton flow"
"444","dance pop,pop,pop rap,post-teen pop,r&b,urban contemporary"
"445","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"446","reggaeton flow"
"447","reggaeton,trap latino"
"448","dance pop,electro latino,latin,latin pop,pop,tropical"
"449","latin,latin hip hop,pop,reggaeton,tropical"
"450","dance pop,pop,post-teen pop"
"451","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"452","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"453","boy band,latin,latin pop,pop,reggaeton,tropical"
"454","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"455","latin,reggaeton"
"456","latin,latin pop"
"457","brostep,deep big room,edm,electro house,electronic trap,moombahton"
"458","pop"
"459","pop"
"460","argentine hip hop,trap argentino,trap latino"
"461","dance pop,pop,post-teen pop"
"462","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"463","latin,latin hip hop,reggaeton,trap latino,tropical"
"464","argentine hip hop,trap argentino"
"465","reggaeton flow,trap latino"
"466","latin,latin hip hop,reggaeton,reggaeton flow,tropical"
"467","reggaeton,trap latino"
"468","pop,rap"
"469","latin,latin pop,tropical"
"470","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"471","latin,latin hip hop,pop,reggaeton,tropical"
"472","latin alternative,latin pop"
"473","latin,latin arena pop,latin pop,spanish pop"
"474","colombian pop,latin,latin pop"
"475","latin,latin pop,latin viral pop,mexican pop"
"476","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"477","reggaeton,trap latino"
"478","emo rap"
"479","boy band,latin,latin pop,pop,reggaeton,tropical"
"480","pop,post-teen pop"
"481","latin,latin hip hop,reggaeton,trap latino,tropical"
"482","latin,reggaeton"
"483","latin pop,reggaeton"
"484","latin,latin hip hop,pop,reggaeton,tropical"
"485","reggaeton"
"486","pop,post-teen pop"
"487","latin,latin hip hop,pop,reggaeton,tropical"
"488","colombian pop,latin,latin pop,rock cristiano"
"489","latin,reggaeton flow,trap latino,tropical"
"490","canadian pop,pop,rap"
"491","pop"
"492","chillstep,edm,indie poptimism,pop,tropical pop edm"
"493","latin,latin hip hop,reggaeton,trap latino,tropical"
"494","bachata,latin,tropical"
"495","dance pop,electropop,pop,post-teen pop"
"496","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"497","latin,reggaeton flow,trap latino,tropical"
"498","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"499","latin,latin hip hop,reggaeton,reggaeton flow,tropical"
"500","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"501","latin,latin hip hop,reggaeton,trap latino,tropical"
"502","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"503","latin,latin hip hop,pop,reggaeton,tropical"
"504","pop,post-teen pop"
"505","pop"
"506","dance pop,electro latino,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"507","latin pop,reggaeton"
"508","chilean indie,chilean rock,cumbia chilena"
"509","dance pop,latin,latin pop,mexican pop,tropical"
"510","colombian pop,latin pop"
"511","dance pop,latin,latin arena pop,latin pop,latin viral pop,mexican pop,pop"
"512","reggaeton flow,trap latino"
"513","chilean indie,chilean rock,cumbia chilena,latin rock,nueva cancion"
"514","reggaeton,trap latino"
"515","reggaeton,trap latino"
"516","dance pop,pop,post-teen pop,viral pop"
"517","dance pop,latin,latin pop,pop,tropical"
"518","reggaeton,trap latino"
"519","latin alternative,latin pop"
"520",""
"521","latin,latin arena pop,latin pop,spanish pop"
"522","dance pop,pop,post-teen pop,viral pop"
"523","reggaeton,trap latino"
"524","latin,reggaeton"
"525","latin,reggaeton flow,trap latino,tropical"
"526","dance pop,latin,latin pop,pop,tropical"
"527","pop"
"528","modern rock,rock,vegas indie"
"529","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"530","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"531","latin pop,reggaeton"
"532","cubaton,reggaeton"
"533","reggaeton,trap latino"
"534","cumbia pop"
"535","latin arena pop,latin pop,latin viral pop,spanish pop"
"536",""
"537","latin,latin pop"
"538","chilean indie,chilean rock,cumbia chilena"
"539","modern rock,rock,vegas indie"
"540","dance pop,electropop,girl group,pop,post-teen pop,r&b,talent show"
"541","cumbia pop"
"542","dembow,latin,rap dominicano,reggaeton flow,tropical"
"543","canadian hip hop,canadian pop,hip hop,pop rap,rap"
"544","reggaeton,trap latino"
"545","cumbia chilena"
"546","reggaeton flow,trap latino"
"547","canadian pop,dance pop,pop,post-teen pop,viral pop"
"548","latin,latin pop,tropical"
"549","reggaeton"
"550","reggaeton flow,trap latino"
"551","latin hip hop,reggaeton flow,trap latino,tropical"
"552","argentine hip hop,trap argentino"
"553","edm,electropop,pop,tropical house"
"554","colombian pop,latin pop"
"555","reggaeton,trap latino"
"556","dance pop,pinoy hip hop,pop,pop rap,post-teen pop,r&b"
"557","latin,reggaeton"
"558","dance pop,dancehall,pop,pop rap"
"559","edm,electro house,house,pop,progressive house"
"560","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"561","dance pop,pop,pop rap,post-teen pop,r&b,urban contemporary"
"562","dance pop,pop,post-teen pop,viral pop"
"563","dance pop,edm,electro house,moombahton,pop,tropical house"
"564","canadian pop,dance pop,pop,post-teen pop"
"565","dance pop,latin,pop,pop rap"
"566","colombian pop,latin,latin pop,pop reggaeton,vallenato"
"567","chilean indie,chilean rock,cumbia chilena,latin rock,nueva cancion"
"568","detroit hip hop,g funk,hip hop,rap"
"569","latin,reggaeton flow,trap latino,tropical"
"570","dance pop,edm,electronic trap,pop,tropical house"
"571","reggaeton flow,trap latino"
