"","genres"
"381","brostep,deep big room,edm,electro house,electronic trap,moombahton"
"382","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"383","baile pop,brazilian electronica,deep funk carioca"
"384","colombian pop,latin,tropical"
"385","reggaeton flow,trap latino"
"386","colombian pop,latin pop"
"387","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"388","reggaeton,trap latino"
"389","dance pop,pop,post-teen pop"
"390","reggaeton,trap latino"
"391","latin arena pop,latin pop,latin viral pop,spanish pop"
"392","reggaeton,trap latino"
"393","deep funk carioca"
"394","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"395","reggaeton,trap latino"
"396","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"397","cubaton,latin,tropical"
"398","deep funk carioca"
"399","dance pop,pop,post-teen pop"
"400","reggaeton"
"401","latin,reggaeton"
"402","latin,reggaeton"
"403","dance pop,pop,post-teen pop"
"404","colombian pop,latin,latin pop"
"405","reggaeton,trap latino"
"406","pop,rap"
"407","latin,latin hip hop,pop,reggaeton,tropical"
"408","boy band,latin,latin pop,pop,reggaeton,tropical"
"409","reggaeton flow,trap latino"
"410","emo rap"
"411","dance pop,electro latino,latin,latin pop,pop,tropical"
"412","pop"
"413","baile pop"
"414","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"415","pop"
"416","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"417","boy band,latin,latin pop,pop,reggaeton,tropical"
"418","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"419","latin,latin arena pop,latin pop,mexican pop,pop"
"420",""
"421","latin,latin hip hop,reggaeton,trap latino,tropical"
"422","modern rock,rock,vegas indie"
"423","colombian pop,latin,latin pop,pop reggaeton,vallenato"
"424","deep funk carioca"
"425","latin,latin pop,tropical"
"426","dance pop,pop,post-teen pop"
"427","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"428","latin pop,reggaeton"
"429","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"430","pop"
"431","reggaeton"
"432","latin,reggaeton"
"433","latin,latin hip hop,reggaeton,trap latino,tropical"
"434","latin,latin hip hop,reggaeton,trap latino,tropical"
"435","reggaeton flow"
"436","brazilian electronica,deep funk carioca"
"437",""
"438","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"439","argentine hip hop,trap argentino,trap latino"
"440","bachata,latin,tropical"
"441","modern rock,rock,vegas indie"
"442","baile pop,brazilian electronica,deep funk carioca"
"443","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"444","reggaeton flow,trap latino"
"445","colombian pop,latin,latin pop"
"446","dance pop,pop,pop rap,post-teen pop,r&b,urban contemporary"
"447","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"448","latin,reggaeton flow,trap latino,tropical"
"449","edm,electropop,pop,tropical house"
